Ath_Gene,Ath_Transcript,Ptr_Gene,Ptr_Transcript,Identity,Coverage,Evalue,Bitscore
AT1G04030,AT1G04030.1,Potri.002G258501,Potri.002G258501.1,41.943,99,2.03e-70,229
AT1G04040,AT1G04040.1,Potri.002G257700,Potri.002G257700.1,58.456,100,1.54e-109,317
AT1G04050,AT1G04050.1,Potri.002G257400,Potri.002G257400.6,47.3,80,9.2e-162,488
AT1G04070,AT1G04070.1,Potri.002G257200,Potri.002G257200.1,65.909,93,1.49e-38,125
AT1G04080,AT1G04080.3,Potri.002G257100,Potri.002G257100.4,55.869,100,0,896
AT1G04090,AT1G04090.1,Potri.014G193100,Potri.014G193100.1,60,99,0,675
AT1G04100,AT1G04100.1,Potri.008G172400,Potri.008G172400.1,50,71,7.54e-48,161
AT1G04110,AT1G04110.1,Potri.002G256300,Potri.002G256300.1,70.321,96,0,1088
AT1G04120,AT1G04120.1,Potri.002G255800,Potri.002G255800.4,80.698,99,0,2449
AT1G04130,AT1G04130.1,Potri.002G255300,Potri.002G255300.1,65.738,99,3.47e-177,496
AT1G04140,AT1G04140.2,Potri.002G254700,Potri.002G254700.20,62.485,97,0,959
AT1G04150,AT1G04150.1,Potri.002G254400,Potri.002G254400.1,64.813,99,0,1326
AT1G04160,AT1G04160.1,Potri.002G254300,Potri.002G254300.1,76.14,99,0,2438
AT1G04170,AT1G04170.1,Potri.001G129100,Potri.001G129100.6,89.27,100,0,866
AT1G04180,AT1G04180.1,Potri.002G254200,Potri.002G254200.1,74.941,99,0,669
AT1G04190,AT1G04190.1,Potri.008G156500,Potri.008G156500.1,77.576,98,0,540
AT1G04200,AT1G04200.1,Potri.010G081800,Potri.010G081800.1,71.078,99,0,1038
AT1G04210,AT1G04210.1,Potri.010G081400,Potri.010G081400.2,57.559,97,0,1217
AT1G04220,AT1G04220.1,Potri.008G160000,Potri.008G160000.1,76.389,95,0,813
AT1G04230,AT1G04230.1,Potri.008G160800,Potri.008G160800.1,63.939,95,8.09e-118,343
AT1G04240,AT1G04240.1,Potri.005G053800,Potri.005G053800.1,62.121,98,5.45e-80,237
AT1G04250,AT1G04250.1,Potri.008G161200,Potri.008G161200.2,66.122,98,1.32e-105,305
AT1G04260,AT1G04260.1,Potri.005G219100,Potri.005G219100.1,41.722,83,4.05e-38,130
AT1G04270,AT1G04270.1,Potri.010G076900,Potri.010G076900.1,90.85,100,3.56e-100,285
AT1G04280,AT1G04280.1,Potri.008G162000,Potri.008G162000.1,64.854,95,0,630
AT1G04290,AT1G04290.1,Potri.004G134066,Potri.004G134066.1,71.975,100,2.17e-77,227
AT1G04300,AT1G04300.3,Potri.008G163300,Potri.008G163300.6,53.215,100,0,985
AT1G04310,AT1G04310.1,Potri.010G074300,Potri.010G074300.1,55.7,93,0,654
AT1G04330,AT1G04330.1,Potri.010G073900,Potri.010G073900.1,47.475,88,9.7e-17,70.1
AT1G04340,AT1G04340.1,Potri.008G165100,Potri.008G165100.2,65.625,100,3.9e-67,201
AT1G04350,AT1G04350.1,Potri.010G073300,Potri.010G073300.2,57.967,100,1.75e-154,439
AT1G04360,AT1G04360.1,Potri.010G072700,Potri.010G072700.1,56.8,95,9.5e-115,338
AT1G04370,AT1G04370.1,Potri.010G072400,Potri.010G072400.1,55.085,72,1.48e-37,125
AT1G04380,AT1G04380.1,Potri.010G073166,Potri.010G073166.1,57.53,94,6.57e-141,404
AT1G04390,AT1G04390.1,Potri.001G457550,Potri.001G457550.2,49.443,95,4.93e-144,452
AT1G04400,AT1G04400.2,Potri.010G071200,Potri.010G071200.2,64.744,97,0,814
AT1G04410,AT1G04410.1,Potri.010G071000,Potri.010G071000.1,89.79,100,0,604
AT1G04420,AT1G04420.1,Potri.008G167400,Potri.008G167400.2,69.544,100,0,612
AT1G04430,AT1G04430.1,Potri.002G036800,Potri.002G036800.6,76.48,100,0,992
AT1G04440,AT1G04440.1,Potri.010G070400,Potri.010G070400.1,72.611,100,0,678
AT1G04450,AT1G04450.1,Potri.010G069500,Potri.010G069500.2,43.312,62,5.91e-26,101
AT1G04470,AT1G04470.1,Potri.010G068000,Potri.010G068000.1,68.169,100,0,1461
AT1G04480,AT1G04480.1,Potri.008G171200,Potri.008G171200.2,97.872,100,3.3e-98,278
AT1G04490,AT1G04490.1,Potri.010G066200,Potri.010G066200.1,37.789,79,1.06e-65,221
AT1G04500,AT1G04500.1,Potri.008G171500,Potri.008G171500.2,50.118,99,1.39e-113,338
AT1G04510,AT1G04510.1,Potri.008G171600,Potri.008G171600.2,75.192,98,0,821
AT1G04520,AT1G04520.1,Potri.008G171700,Potri.008G171700.3,72.403,100,3.48e-143,405
AT1G04530,AT1G04530.1,Potri.010G065400,Potri.010G065400.1,36.919,91,2.67e-59,195
AT1G04540,AT1G04540.1,Potri.010G065300,Potri.010G065300.1,57.54,66,3.08e-84,271
AT1G04550,AT1G04550.2,Potri.008G172400,Potri.008G172400.1,57.377,86,1.43e-79,242
AT1G04555,AT1G04555.1,Potri.008G173000,Potri.008G173000.4,60.714,92,3.55e-58,180
AT1G04560,AT1G04560.1,Potri.010G064200,Potri.010G064200.2,73.143,91,5.42e-91,264
AT1G04570,AT1G04570.1,Potri.008G173600,Potri.008G173600.1,62.372,89,0,581
AT1G04580,AT1G04580.1,Potri.009G153600,Potri.009G153600.2,61.758,99,0,1673
AT1G04590,AT1G04590.2,Potri.016G103000,Potri.016G103000.2,67.857,51,9.25e-99,296
AT1G04600,AT1G04600.1,Potri.002G254300,Potri.002G254300.1,71.107,99,0,1582
AT1G04610,AT1G04610.1,Potri.008G174600,Potri.008G174600.1,74.596,99,0,686
AT1G04620,AT1G04620.1,Potri.010G062300,Potri.010G062300.1,80.346,100,0,778
AT1G04630,AT1G04630.1,Potri.001G054500,Potri.001G054500.2,87.5,100,8.53e-92,263
AT1G04635,AT1G04635.1,Potri.015G001200,Potri.015G001200.1,67.949,100,7.18e-73,216
AT1G04640,AT1G04640.1,Potri.001G014000,Potri.001G014000.4,78.298,99,3.95e-138,387
AT1G04645,AT1G04645.1,Potri.018G148630,Potri.018G148630.1,47.273,81,3.08e-30,107
AT1G04650,AT1G04650.1,Potri.003G175300,Potri.003G175300.2,49.399,99,0,933
AT1G04670,AT1G04670.1,Potri.003G175600,Potri.003G175600.1,41.27,95,5.68e-18,73.9
AT1G04680,AT1G04680.1,Potri.001G052300,Potri.001G052300.1,78.667,99,0,708
AT1G04690,AT1G04690.1,Potri.001G052100,Potri.001G052100.3,88.45,100,0,624
AT1G04700,AT1G04700.1,Potri.001G052000,Potri.001G052000.1,43.599,99,0,776
AT1G04710,AT1G04710.1,Potri.001G051900,Potri.001G051900.1,82.247,99,0,751
AT1G04730,AT1G04730.1,Potri.001G050300,Potri.001G050300.2,59.918,100,0,1108
AT1G04750,AT1G04750.1,Potri.003G177700,Potri.003G177700.1,90.909,100,1.82e-140,392
AT1G04760,AT1G04760.1,Potri.003G177700,Potri.003G177700.1,88.584,99,2.26e-138,387
AT1G04770,AT1G04770.1,Potri.003G177600,Potri.003G177600.1,68.013,97,5.03e-137,390
AT1G04780,AT1G04780.1,Potri.001G051400,Potri.001G051400.2,72.7,98,0,942
AT1G04790,AT1G04790.1,Potri.003G176500,Potri.003G176500.3,38.462,81,4.02e-84,280
AT1G04810,AT1G04810.1,Potri.017G054400,Potri.017G054400.4,84.039,99,0,1677
AT1G04820,AT1G04820.1,Potri.001G289500,Potri.001G289500.1,96.889,99,0,916
AT1G04830,AT1G04830.2,Potri.017G057100,Potri.017G057100.1,75.143,76,0,560
AT1G04840,AT1G04840.1,Potri.001G316500,Potri.001G316500.1,53.939,99,0,763
AT1G04850,AT1G04850.1,Potri.001G316400,Potri.001G316400.1,82.057,100,0,614
AT1G04860,AT1G04860.1,Potri.017G055600,Potri.017G055600.3,46.194,94,0,594
AT1G04870,AT1G04870.2,Potri.018G071200,Potri.018G071200.2,69.89,94,0,563
AT1G04880,AT1G04880.1,Potri.017G055200,Potri.017G055200.1,59.151,81,1.44e-136,401
AT1G04890,AT1G04890.1,Potri.017G055100,Potri.017G055100.2,45.545,89,1.42e-27,115
AT1G04900,AT1G04900.1,Potri.001G314700,Potri.001G314700.1,78.282,94,0,686
AT1G04910,AT1G04910.1,Potri.001G316800,Potri.001G316800.1,80.038,99,0,859
AT1G04920,AT1G04920.1,Potri.017G057800,Potri.017G057800.1,76.787,99,0,1709
AT1G04930,AT1G04930.2,Potri.001G229800,Potri.001G229800.1,34.385,78,4.07e-27,110
AT1G04940,AT1G04940.1,Potri.005G231400,Potri.005G231400.1,69.818,100,1.17e-135,384
AT1G04945,AT1G04945.3,Potri.001G228000,Potri.001G228000.1,52.646,55,2.83e-126,380
AT1G04950,AT1G04950.1,Potri.014G161100,Potri.014G161100.1,65.832,100,0,711
AT1G04960,AT1G04960.2,Potri.002G219300,Potri.002G219300.1,59.344,89,9.26e-125,361
AT1G04970,AT1G04970.1,Potri.014G160700,Potri.014G160700.1,64.706,94,0,638
AT1G04980,AT1G04980.1,Potri.014G160000,Potri.014G160000.1,77.294,96,0,697
AT1G04985,AT1G04985.1,Potri.014G159600,Potri.014G159600.1,59.474,98,9.42e-81,238
AT1G04990,AT1G04990.2,Potri.002G223700,Potri.002G223700.1,48.813,85,5.83e-117,348
AT1G05000,AT1G05000.2,Potri.014G159100,Potri.014G159100.4,62.753,99,9.05e-101,293
AT1G05010,AT1G05010.1,Potri.014G159000,Potri.014G159000.1,77.95,99,0,531
AT1G05020,AT1G05020.1,Potri.002G224500,Potri.002G224500.1,51.634,90,1.12e-178,522
AT1G05030,AT1G05030.1,Potri.014G060800,Potri.014G060800.1,74.71,99,0,762
AT1G05055,AT1G05055.1,Potri.004G113700,Potri.004G113700.1,80.311,91,0,655
AT1G05060,AT1G05060.1,Potri.014G156700,Potri.014G156700.1,68.482,99,9e-120,342
AT1G05070,AT1G05070.1,Potri.002G227100,Potri.002G227100.1,67.052,92,1.07e-81,240
AT1G05090,AT1G05090.1,Potri.002G227200,Potri.002G227200.1,36.741,89,9.61e-43,163
AT1G05100,AT1G05100.1,Potri.014G155000,Potri.014G155000.1,51.873,99,5.16e-115,337
AT1G05120,AT1G05120.1,Potri.014G154600,Potri.014G154600.4,65.144,97,0,1088
AT1G05140,AT1G05140.1,Potri.014G154000,Potri.014G154000.1,72.471,94,0,595
AT1G05150,AT1G05150.1,Potri.005G234900,Potri.005G234900.1,81.898,99,0,1376
AT1G05160,AT1G05160.1,Potri.014G179100,Potri.014G179100.2,72.141,97,0,742
AT1G05170,AT1G05170.2,Potri.014G153700,Potri.014G153700.1,79.462,100,0,699
AT1G05180,AT1G05180.1,Potri.002G229100,Potri.002G229100.1,78.667,97,0,884
AT1G05190,AT1G05190.1,Potri.014G153000,Potri.014G153000.1,73.023,95,3.95e-116,331
AT1G05200,AT1G05200.1,Potri.014G152200,Potri.014G152200.2,68.764,92,0,1297
AT1G05205,AT1G05205.1,Potri.018G093501,Potri.018G093501.2,82.716,87,7.9e-46,142
AT1G05210,AT1G05210.1,Potri.009G117800,Potri.009G117800.1,60.526,89,1.08e-61,189
AT1G05220,AT1G05220.1,Potri.009G117800,Potri.009G117800.1,50,88,9.09e-46,148
AT1G05230,AT1G05230.1,Potri.014G152000,Potri.014G152000.8,80.514,100,0,1220
AT1G05240,AT1G05240.1,Potri.007G122200,Potri.007G122200.1,57.576,100,8.52e-138,394
AT1G05250,AT1G05250.1,Potri.007G122200,Potri.007G122200.1,57.576,100,8.52e-138,394
AT1G05260,AT1G05260.1,Potri.007G122100,Potri.007G122100.1,74.448,96,1.33e-178,497
AT1G05270,AT1G05270.1,Potri.007G121900,Potri.007G121900.1,61.798,96,2.01e-161,459
AT1G05280,AT1G05280.1,Potri.017G039600,Potri.017G039600.2,56.177,93,4.66e-180,512
AT1G05291,AT1G05291.1,Potri.017G040900,Potri.017G040900.1,39.157,77,3.46e-29,107
AT1G05300,AT1G05300.1,Potri.006G006600,Potri.006G006600.3,57.988,93,2.33e-128,372
AT1G05310,AT1G05310.1,Potri.016G017700,Potri.016G017700.1,64.81,99,0,524
AT1G05320,AT1G05320.1,Potri.016G018700,Potri.016G018700.1,36.014,93,3.58e-99,335
AT1G05350,AT1G05350.1,Potri.015G096300,Potri.015G096300.1,78.111,99,0,683
AT1G05360,AT1G05360.1,Potri.008G151300,Potri.008G151300.1,70.047,99,0,602
AT1G05370,AT1G05370.1,Potri.010G088300,Potri.010G088300.1,67.506,100,0,577
AT1G05380,AT1G05380.1,Potri.010G087700,Potri.010G087700.1,48.148,80,0,862
AT1G05385,AT1G05385.1,Potri.008G152800,Potri.008G152800.6,63.905,83,1.05e-65,201
AT1G05410,AT1G05410.1,Potri.010G086600,Potri.010G086600.5,53.279,99,1.21e-165,476
AT1G05420,AT1G05420.1,Potri.008G153500,Potri.008G153500.1,39.149,97,1.24e-31,115
AT1G05440,AT1G05440.1,Potri.010G086100,Potri.010G086100.1,49.568,90,7.27e-109,324
AT1G05450,AT1G05450.2,Potri.010G085200,Potri.010G085200.1,52.941,71,2.28e-42,142
AT1G05460,AT1G05460.1,Potri.008G155400,Potri.008G155400.1,62.514,89,0,1175
AT1G05470,AT1G05470.1,Potri.010G084300,Potri.010G084300.1,73.806,97,0,886
AT1G05490,AT1G05490.1,Potri.014G050200,Potri.014G050200.3,45.752,52,0,640
AT1G05500,AT1G05500.1,Potri.018G124000,Potri.018G124000.3,75.838,100,0,910
AT1G05520,AT1G05520.1,Potri.001G307400,Potri.001G307400.1,79.442,100,0,1285
AT1G05530,AT1G05530.1,Potri.002G236400,Potri.002G236400.1,48.832,99,1.03e-148,432
AT1G05560,AT1G05560.1,Potri.002G236400,Potri.002G236400.1,50.749,95,6.39e-154,446
AT1G05570,AT1G05570.1,Potri.001G230000,Potri.001G230000.19,78.17,100,0,3229
AT1G05575,AT1G05575.1,Potri.009G024300,Potri.009G024300.1,55.814,96,6.32e-27,94.7
AT1G05577,AT1G05577.1,Potri.009G024900,Potri.009G024900.11,42.893,88,8.99e-81,254
AT1G05580,AT1G05580.1,Potri.007G111400,Potri.007G111400.1,44.596,91,0,671
AT1G05590,AT1G05590.1,Potri.001G232600,Potri.001G232600.1,69.947,96,0,810
AT1G05600,AT1G05600.1,Potri.002G179300,Potri.002G179300.1,61.753,99,0,649
AT1G05610,AT1G05610.1,Potri.017G001700,Potri.017G001700.1,58.197,100,0,568
AT1G05620,AT1G05620.1,Potri.007G144600,Potri.007G144600.2,79.18,98,0,524
AT1G05630,AT1G05630.1,Potri.017G006900,Potri.017G006900.2,66.782,97,0,1604
AT1G05640,AT1G05640.1,Potri.017G006800,Potri.017G006800.1,65.197,99,0,800
AT1G05650,AT1G05650.1,Potri.017G006700,Potri.017G006700.1,64.286,99,0,527
AT1G05660,AT1G05660.1,Potri.017G006700,Potri.017G006700.1,64.031,99,0,527
AT1G05670,AT1G05670.1,Potri.010G035700,Potri.010G035700.1,62.393,95,0,922
AT1G05675,AT1G05675.1,Potri.001G389200,Potri.001G389200.1,52.784,98,3.87e-170,487
AT1G05680,AT1G05680.1,Potri.001G389200,Potri.001G389200.1,53.898,98,3.34e-173,494
AT1G05690,AT1G05690.1,Potri.017G009700,Potri.017G009700.1,62.466,99,2.46e-171,484
AT1G05700,AT1G05700.1,Potri.019G094700,Potri.019G094700.2,42.558,97,0,620
AT1G05710,AT1G05710.2,Potri.013G126800,Potri.013G126800.2,57.738,95,5.19e-59,181
AT1G05720,AT1G05720.1,Potri.013G126900,Potri.013G126900.2,73.214,100,6.35e-91,262
AT1G05730,AT1G05730.1,Potri.013G127400,Potri.013G127400.2,72.297,99,4.16e-80,234
AT1G05740,AT1G05740.1,Potri.013G127400,Potri.013G127400.2,52.555,94,1.02e-45,146
AT1G05750,AT1G05750.1,Potri.001G217600,Potri.001G217600.1,57.928,95,0,573
AT1G05760,AT1G05760.1,Potri.010G144900,Potri.010G144900.2,36.709,87,8.42e-24,92.4
AT1G05770,AT1G05770.1,Potri.010G144900,Potri.010G144900.2,35.374,77,1.94e-16,73.6
AT1G05780,AT1G05780.1,Potri.001G160500,Potri.001G160500.6,61.682,100,7.14e-44,139
AT1G05785,AT1G05785.1,Potri.014G151000,Potri.014G151000.2,68.382,100,4.91e-64,192
AT1G05790,AT1G05790.1,Potri.014G150800,Potri.014G150800.2,49.535,98,0,694
AT1G05800,AT1G05800.1,Potri.014G150700,Potri.014G150700.1,58.761,97,0,531
AT1G05805,AT1G05805.1,Potri.002G231700,Potri.002G231700.1,49.072,99,3.99e-95,287
AT1G05810,AT1G05810.1,Potri.002G231800,Potri.002G231800.1,84.793,82,3.6e-132,373
AT1G05820,AT1G05820.1,Potri.002G232200,Potri.002G232200.1,59.295,95,0,648
AT1G05830,AT1G05830.1,Potri.014G146300,Potri.014G146300.1,62.743,97,0,1348
AT1G05835,AT1G05835.1,Potri.002G233000,Potri.002G233000.1,50.82,95,2.34e-33,114
AT1G05840,AT1G05840.1,Potri.014G146400,Potri.014G146400.1,77.609,95,0,758
AT1G05850,AT1G05850.1,Potri.010G141600,Potri.010G141600.1,75.185,84,1.22e-161,454
AT1G05860,AT1G05860.1,Potri.007G126300,Potri.007G126300.1,50.534,93,9.06e-81,245
AT1G05870,AT1G05870.1,Potri.007G126700,Potri.007G126700.1,57.547,100,2.73e-71,215
AT1G05880,AT1G05880.2,Potri.010G180600,Potri.010G180600.1,40,92,1.13e-112,346
AT1G05890,AT1G05890.2,Potri.010G180600,Potri.010G180600.1,63.802,99,0,786
AT1G05900,AT1G05900.2,Potri.007G127600,Potri.007G127600.1,60.955,91,4.46e-148,424
AT1G05910,AT1G05910.1,Potri.017G030900,Potri.017G030900.2,71.627,100,0,1670
AT1G05940,AT1G05940.1,Potri.002G137000,Potri.002G137000.5,72.007,95,0,732
AT1G05950,AT1G05950.1,Potri.007G127800,Potri.007G127800.5,36.167,96,3.61e-117,365
AT1G05960,AT1G05960.2,Potri.007G128000,Potri.007G128000.10,55.762,100,0,1062
AT1G05970,AT1G05970.2,Potri.017G030000,Potri.017G030000.2,52.083,96,9.71e-66,201
AT1G05990,AT1G05990.1,Potri.007G128600,Potri.007G128600.2,77.333,99,2.67e-82,241
AT1G06000,AT1G06000.1,Potri.010G137000,Potri.010G137000.1,40,98,1.48e-102,313
AT1G06010,AT1G06010.1,Potri.012G134200,Potri.012G134200.1,82.5,51,3.46e-18,71.6
AT1G06020,AT1G06020.1,Potri.017G029000,Potri.017G029000.4,81.707,95,0,553
AT1G06030,AT1G06030.1,Potri.007G129700,Potri.007G129700.1,81.173,98,0,555
AT1G06040,AT1G06040.1,Potri.017G028301,Potri.017G028301.1,64.4,100,1.09e-104,303
AT1G06050,AT1G06050.1,Potri.017G027700,Potri.017G027700.1,66.225,94,3.12e-140,399
AT1G06060,AT1G06060.1,Potri.002G029700,Potri.002G029700.6,63.551,100,1.42e-97,283
AT1G06070,AT1G06070.1,Potri.017G027400,Potri.017G027400.1,74.929,79,3.07e-170,484
AT1G06080,AT1G06080.1,Potri.011G151700,Potri.011G151700.4,61.538,97,6.49e-133,383
AT1G06090,AT1G06090.1,Potri.011G151800,Potri.011G151800.1,60.87,92,1.14e-120,352
AT1G06100,AT1G06100.1,Potri.011G151800,Potri.011G151800.1,59.783,92,5.6e-120,350
AT1G06110,AT1G06110.1,Potri.007G130900,Potri.007G130900.2,61.124,100,0,557
AT1G06120,AT1G06120.1,Potri.011G151700,Potri.011G151700.4,61.172,91,1.06e-123,359
AT1G06130,AT1G06130.1,Potri.017G026500,Potri.017G026500.1,72.036,99,0,510
AT1G06140,AT1G06140.1,Potri.001G466066,Potri.001G466066.2,36.842,98,2.69e-116,364
AT1G06150,AT1G06150.1,Potri.005G222500,Potri.005G222500.3,46.595,55,0,569
AT1G06160,AT1G06160.1,Potri.005G223200,Potri.005G223200.1,44.922,98,7.14e-47,155
AT1G06170,AT1G06170.1,Potri.006G202100,Potri.006G202100.1,39.056,96,1.28e-82,261
AT1G06180,AT1G06180.1,Potri.002G038500,Potri.002G038500.1,58.796,78,1.45e-80,243
AT1G06190,AT1G06190.1,Potri.002G037800,Potri.002G037800.1,45.192,99,1.82e-90,278
AT1G06200,AT1G06200.1,Potri.002G037900,Potri.002G037900.8,60.976,99,5.2e-96,278
AT1G06210,AT1G06210.1,Potri.002G038000,Potri.002G038000.3,64.955,86,5.06e-142,410
AT1G06220,AT1G06220.2,Potri.018G114900,Potri.018G114900.3,86.263,100,0,1759
AT1G06225,AT1G06225.1,Potri.013G119100,Potri.013G119100.1,42.857,100,1.27e-14,63.2
AT1G06230,AT1G06230.1,Potri.013G118900,Potri.013G118900.3,60.206,62,0,569
AT1G06240,AT1G06240.1,Potri.019G090600,Potri.019G090600.2,68.732,92,8.88e-175,492
AT1G06250,AT1G06250.1,Potri.011G064400,Potri.011G064400.1,52.806,92,1.42e-144,418
AT1G06260,AT1G06260.1,Potri.009G098100,Potri.009G098100.2,49.858,97,1.25e-112,336
AT1G06270,AT1G06270.1,Potri.013G124100,Potri.013G124100.1,58.567,93,1.74e-129,374
AT1G06280,AT1G06280.1,Potri.013G123900,Potri.013G123900.2,57.018,55,1.65e-41,141
AT1G06290,AT1G06290.1,Potri.013G123500,Potri.013G123500.1,74.926,99,0,1089
AT1G06310,AT1G06310.1,Potri.013G123500,Potri.013G123500.1,72.296,99,0,1052
AT1G06320,AT1G06320.1,Potri.005G202500,Potri.005G202500.1,38.235,52,5.57e-18,77.4
AT1G06330,AT1G06330.1,Potri.019G106500,Potri.019G106500.2,70.946,93,1.88e-73,217
AT1G06340,AT1G06340.1,Potri.009G151200,Potri.009G151200.1,53.383,98,3.54e-44,142
AT1G06350,AT1G06350.1,Potri.011G151700,Potri.011G151700.4,59.42,91,1.8e-118,346
AT1G06360,AT1G06360.1,Potri.011G151800,Potri.011G151800.1,58.696,92,5.89e-115,337
AT1G06380,AT1G06380.1,Potri.015G147700,Potri.015G147700.1,53.279,93,5.27e-87,265
AT1G06390,AT1G06390.1,Potri.011G068600,Potri.011G068600.11,89.037,92,0,707
AT1G06400,AT1G06400.1,Potri.011G070300,Potri.011G070300.1,77.626,100,7.91e-128,360
AT1G06410,AT1G06410.1,Potri.004G061500,Potri.004G061500.1,75.177,99,0,1356
AT1G06430,AT1G06430.1,Potri.014G139500,Potri.014G139500.2,85,100,0,1134
AT1G06440,AT1G06440.1,Potri.002G245100,Potri.002G245100.2,72.987,98,0,579
AT1G06450,AT1G06450.1,Potri.018G038700,Potri.018G038700.1,37.415,77,2.57e-54,181
AT1G06460,AT1G06460.1,Potri.014G141500,Potri.014G141500.3,33.544,100,4.83e-53,175
AT1G06470,AT1G06470.1,Potri.006G278700,Potri.006G278700.3,70.529,95,0,571
AT1G06475,AT1G06475.1,Potri.005G203800,Potri.005G203800.2,67.347,52,6.53e-16,66.6
AT1G06490,AT1G06490.1,Potri.002G058700,Potri.002G058700.1,73.801,99,0,2992
AT1G06500,AT1G06500.1,Potri.002G058800,Potri.002G058800.1,36.364,96,2.75e-24,94.7
AT1G06510,AT1G06510.1,Potri.005G203100,Potri.005G203100.11,52.878,98,1.34e-84,255
AT1G06515,AT1G06515.1,Potri.002G263100,Potri.002G263100.2,75.439,100,2.85e-27,93.2
AT1G06520,AT1G06520.1,Potri.005G202200,Potri.005G202200.1,58.703,99,0,656
AT1G06530,AT1G06530.1,Potri.005G201400,Potri.005G201400.4,43.636,99,1.77e-65,209
AT1G06550,AT1G06550.1,Potri.002G057700,Potri.002G057700.2,74.16,99,0,592
AT1G06560,AT1G06560.1,Potri.005G204900,Potri.005G204900.4,65.398,94,0,758
AT1G06570,AT1G06570.1,Potri.002G057400,Potri.002G057400.4,76.651,88,0,656
AT1G06580,AT1G06580.1,Potri.005G045000,Potri.005G045000.3,38.285,88,4.35e-118,360
AT1G06590,AT1G06590.1,Potri.004G081200,Potri.004G081200.1,65.932,98,0,1182
AT1G06620,AT1G06620.1,Potri.010G073166,Potri.010G073166.1,61.838,98,8.62e-167,471
AT1G06630,AT1G06630.1,Potri.011G024200,Potri.011G024200.23,31.343,66,5.35e-24,103
AT1G06640,AT1G06640.1,Potri.010G073166,Potri.010G073166.1,59.511,99,1.48e-154,439
AT1G06645,AT1G06645.1,Potri.010G073166,Potri.010G073166.1,60.221,98,4.37e-156,443
AT1G06650,AT1G06650.2,Potri.010G073166,Potri.010G073166.1,61.644,98,1.94e-163,462
AT1G06660,AT1G06660.1,Potri.002G057000,Potri.002G057000.3,47.992,99,1.44e-126,378
AT1G06670,AT1G06670.1,Potri.005G206500,Potri.005G206500.2,55.175,73,0,1314
AT1G06680,AT1G06680.1,Potri.005G206700,Potri.005G206700.2,75.188,100,5.38e-148,414
AT1G06690,AT1G06690.1,Potri.005G207000,Potri.005G207000.1,77.513,100,0,590
AT1G06700,AT1G06700.1,Potri.017G036300,Potri.017G036300.3,81.37,100,0,610
AT1G06710,AT1G06710.1,Potri.007G123600,Potri.007G123600.1,63.533,96,0,1272
AT1G06720,AT1G06720.1,Potri.017G017700,Potri.017G017700.1,61.481,99,0,1404
AT1G06730,AT1G06730.1,Potri.005G220400,Potri.005G220400.2,67.241,83,0,558
AT1G06750,AT1G06750.2,Potri.005G220000,Potri.005G220000.3,80.404,94,0,828
AT1G06760,AT1G06760.1,Potri.008G162300,Potri.008G162300.1,42.927,74,2.83e-20,86.3
AT1G06770,AT1G06770.1,Potri.005G219000,Potri.005G219000.6,54.545,99,1.13e-135,396
AT1G06780,AT1G06780.2,Potri.005G218900,Potri.005G218900.1,53.846,100,0,667
AT1G06790,AT1G06790.1,Potri.002G044500,Potri.002G044500.1,59.278,95,2.59e-76,228
AT1G06800,AT1G06800.1,Potri.002G044700,Potri.002G044700.1,65.261,96,0,662
AT1G06820,AT1G06820.1,Potri.016G066000,Potri.016G066000.4,85.558,92,0,963
AT1G06830,AT1G06830.1,Potri.002G208400,Potri.002G208400.1,74.227,97,7.16e-52,158
AT1G06840,AT1G06840.1,Potri.013G159200,Potri.013G159200.9,67.018,99,0,1278
AT1G06850,AT1G06850.1,Potri.019G130000,Potri.019G130000.1,57,82,4.61e-106,316
AT1G06870,AT1G06870.1,Potri.014G036400,Potri.014G036400.1,53.506,98,1.68e-130,379
AT1G06890,AT1G06890.1,Potri.019G128900,Potri.019G128900.4,85.475,100,0,601
AT1G06900,AT1G06900.1,Potri.013G154600,Potri.013G154600.1,70.725,99,0,1491
AT1G06910,AT1G06910.1,Potri.013G154500,Potri.013G154500.1,41.135,68,3.53e-16,81.3
AT1G06920,AT1G06920.1,Potri.013G155200,Potri.013G155200.1,34.586,98,5.06e-47,164
AT1G06923,AT1G06923.1,Potri.019G128400,Potri.019G128400.1,45.455,70,8.27e-31,110
AT1G06950,AT1G06950.1,Potri.019G127000,Potri.019G127000.2,68.195,100,0,1366
AT1G06960,AT1G06960.1,Potri.013G153700,Potri.013G153700.1,74.359,100,4.93e-118,336
AT1G06970,AT1G06970.1,Potri.007G105200,Potri.007G105200.1,36.621,94,1.92e-174,525
AT1G06980,AT1G06980.1,Potri.013G153100,Potri.013G153100.1,61.404,98,1.2e-60,186
AT1G06990,AT1G06990.1,Potri.013G153000,Potri.013G153000.1,52.484,89,3.25e-125,364
AT1G07000,AT1G07000.1,Potri.013G152900,Potri.013G152900.1,51.356,99,0,618
AT1G07010,AT1G07010.3,Potri.009G077900,Potri.009G077900.1,64.373,100,0,525
AT1G07020,AT1G07020.1,Potri.009G077700,Potri.009G077700.1,40.964,97,2.34e-28,103
AT1G07025,AT1G07025.1,Potri.016G125200,Potri.016G125200.1,47.742,90,1.01e-40,140
AT1G07030,AT1G07030.1,Potri.001G282400,Potri.001G282400.1,70.482,99,4.2e-163,458
