Ligand_Ath,Receptor_Ath,Ligand_Ptr,Receptor_Ptr
AT4G05320,AT5G66790,Potri.011G134200,Potri.005G130900
AT3G23010,AT5G66790,Potri.001G389100,Potri.005G130900
AT3G52590,AT5G66790,Potri.016G077200,Potri.005G130900
AT5G17220,AT5G66790,Potri.017G138800,Potri.005G130900
AT1G02930,AT5G66790,Potri.002G207479,Potri.005G130900
AT2G30870,AT5G66790,Potri.017G138800,Potri.005G130900
AT4G02890,AT5G66790,Potri.017G036800,Potri.005G130900
AT1G24140,AT5G18500,Potri.012G104600,Potri.010G001600
AT1G70170,AT5G18500,Potri.012G104600,Potri.010G001600
AT1G59970,AT5G18500,Potri.015G103900,Potri.010G001600
AT1G24140,AT3G03770,Potri.012G104600,Potri.019G039000
AT1G59970,AT3G03770,Potri.015G103900,Potri.019G039000
AT1G70170,AT3G03770,Potri.012G104600,Potri.019G039000
AT1G24140,AT1G11130,Potri.012G104600,Potri.004G037000
AT1G70170,AT1G11130,Potri.012G104600,Potri.004G037000
AT1G59970,AT1G11130,Potri.015G103900,Potri.004G037000
AT1G59970,AT4G32300,Potri.015G103900,Potri.006G254600
AT1G70170,AT4G32300,Potri.012G104600,Potri.006G254600
AT1G24140,AT4G32300,Potri.012G104600,Potri.006G254600
AT5G56030,AT1G79670,Potri.001G466000,Potri.001G039200
AT5G06860,AT1G79670,Potri.006G058600,Potri.001G039200
AT3G52590,AT1G79670,Potri.016G077200,Potri.001G039200
AT5G56010,AT1G79670,Potri.001G466000,Potri.001G039200
AT1G13230,AT1G79670,Potri.008G114700,Potri.001G039200
AT1G02920,AT1G79670,Potri.002G207479,Potri.001G039200
AT3G23010,AT1G79670,Potri.001G389100,Potri.001G039200
AT5G06870,AT1G79670,Potri.006G058600,Potri.001G039200
AT3G12145,AT1G79670,Potri.006G058600,Potri.001G039200
AT1G74200,AT1G79670,Potri.011G104600,Potri.001G039200
AT1G17240,AT1G79670,Potri.003G074000,Potri.001G039200
AT3G12610,AT1G79670,Potri.009G064300,Potri.001G039200
AT1G02930,AT1G79670,Potri.002G207479,Potri.001G039200
AT2G42800,AT1G79670,Potri.008G211800,Potri.001G039200
AT1G70490,AT1G79670,Potri.013G005500,Potri.001G039200
AT1G23490,AT1G79670,Potri.013G005500,Potri.001G039200
AT3G28890,AT1G79670,Potri.012G027600,Potri.001G039200
AT5G37640,AT1G79670,Potri.017G036800,Potri.001G039200
AT1G17250,AT1G79670,Potri.003G074000,Potri.001G039200
AT2G36170,AT1G79670,Potri.016G077200,Potri.001G039200
AT5G56000,AT1G79670,Potri.001G466000,Potri.001G039200
AT4G02890,AT1G79670,Potri.017G036800,Potri.001G039200
AT4G24190,AT1G79670,Potri.005G241100,Potri.001G039200
AT1G02950,AT1G79670,Potri.002G207479,Potri.001G039200
AT4G05050,AT1G79670,Potri.004G021500,Potri.001G039200
AT1G80080,AT1G79670,Potri.001G202100,Potri.001G039200
AT1G02940,AT1G79670,Potri.002G207479,Potri.001G039200
AT4G02520,AT1G79670,Potri.002G207479,Potri.001G039200
AT2G47730,AT1G79670,Potri.002G207479,Potri.001G039200
AT2G26300,AT1G79670,Potri.018G048600,Potri.001G039200
AT3G62250,AT1G79670,Potri.001G025300,Potri.001G039200
AT1G49860,AT1G79670,Potri.002G207093,Potri.001G039200
AT1G68090,AT1G79670,Potri.008G139500,Potri.001G039200
AT5G17220,AT1G79670,Potri.017G138800,Potri.001G039200
AT5G52640,AT1G79670,Potri.017G146600,Potri.001G039200
AT5G03240,AT1G79670,Potri.011G134200,Potri.001G039200
AT2G30870,AT1G79670,Potri.017G138800,Potri.001G039200
AT1G23410,AT1G79670,Potri.001G025300,Potri.001G039200
AT3G62760,AT1G79670,Potri.002G207672,Potri.001G039200
AT2G30860,AT1G79670,Potri.017G138800,Potri.001G039200
AT4G05320,AT1G79670,Potri.011G134200,Potri.001G039200
AT2G02930,AT1G79670,Potri.002G207479,Potri.001G039200
AT3G03190,AT1G79670,Potri.017G138800,Potri.001G039200
AT2G47110,AT1G79670,Potri.001G025300,Potri.001G039200
AT5G37640,AT2G23450,Potri.017G036800,Potri.005G130900
AT5G56000,AT2G23450,Potri.001G466000,Potri.005G130900
AT1G02940,AT2G23450,Potri.002G207479,Potri.005G130900
AT3G62760,AT2G23450,Potri.002G207672,Potri.005G130900
AT1G74200,AT2G23450,Potri.011G104600,Potri.005G130900
AT5G17220,AT2G23450,Potri.017G138800,Potri.005G130900
AT2G26300,AT2G23450,Potri.018G048600,Potri.005G130900
AT5G52640,AT2G23450,Potri.017G146600,Potri.005G130900
AT3G28890,AT2G23450,Potri.012G027600,Potri.005G130900
AT5G06870,AT2G23450,Potri.006G058600,Potri.005G130900
AT1G17250,AT2G23450,Potri.003G074000,Potri.005G130900
AT4G05320,AT2G23450,Potri.011G134200,Potri.005G130900
AT1G49860,AT2G23450,Potri.002G207093,Potri.005G130900
AT1G70490,AT2G23450,Potri.013G005500,Potri.005G130900
AT3G03190,AT2G23450,Potri.017G138800,Potri.005G130900
AT1G80080,AT2G23450,Potri.001G202100,Potri.005G130900
AT5G56010,AT2G23450,Potri.001G466000,Potri.005G130900
AT4G05050,AT2G23450,Potri.004G021500,Potri.005G130900
AT1G02950,AT2G23450,Potri.002G207479,Potri.005G130900
AT2G30860,AT2G23450,Potri.017G138800,Potri.005G130900
AT2G42800,AT2G23450,Potri.008G211800,Potri.005G130900
AT4G02890,AT2G23450,Potri.017G036800,Potri.005G130900
AT2G47730,AT2G23450,Potri.002G207479,Potri.005G130900
AT2G02930,AT2G23450,Potri.002G207479,Potri.005G130900
AT1G02930,AT2G23450,Potri.002G207479,Potri.005G130900
AT2G47110,AT2G23450,Potri.001G025300,Potri.005G130900
AT5G06860,AT2G23450,Potri.006G058600,Potri.005G130900
AT1G02920,AT2G23450,Potri.002G207479,Potri.005G130900
AT1G68090,AT2G23450,Potri.008G139500,Potri.005G130900
AT1G23490,AT2G23450,Potri.013G005500,Potri.005G130900
AT4G02520,AT2G23450,Potri.002G207479,Potri.005G130900
AT5G03240,AT2G23450,Potri.011G134200,Potri.005G130900
AT3G23010,AT2G23450,Potri.001G389100,Potri.005G130900
AT3G52590,AT2G23450,Potri.016G077200,Potri.005G130900
AT2G36170,AT2G23450,Potri.016G077200,Potri.005G130900
AT5G56030,AT2G23450,Potri.001G466000,Potri.005G130900
AT4G24190,AT2G23450,Potri.005G241100,Potri.005G130900
AT1G13230,AT2G23450,Potri.008G114700,Potri.005G130900
AT1G17240,AT2G23450,Potri.003G074000,Potri.005G130900
AT3G62250,AT2G23450,Potri.001G025300,Potri.005G130900
AT3G12145,AT2G23450,Potri.006G058600,Potri.005G130900
AT2G30870,AT2G23450,Potri.017G138800,Potri.005G130900
AT1G23410,AT2G23450,Potri.001G025300,Potri.005G130900
AT3G12610,AT2G23450,Potri.009G064300,Potri.005G130900
AT4G05050,AT1G79680,Potri.004G021500,Potri.001G039200
AT1G02950,AT1G79680,Potri.002G207479,Potri.001G039200
AT3G62250,AT1G79680,Potri.001G025300,Potri.001G039200
AT1G23490,AT1G79680,Potri.013G005500,Potri.001G039200
AT3G52590,AT1G79680,Potri.016G077200,Potri.001G039200
AT1G02920,AT1G79680,Potri.002G207479,Potri.001G039200
AT4G02890,AT1G79680,Potri.017G036800,Potri.001G039200
AT4G02520,AT1G79680,Potri.002G207479,Potri.001G039200
AT5G56010,AT1G79680,Potri.001G466000,Potri.001G039200
AT3G03190,AT1G79680,Potri.017G138800,Potri.001G039200
AT1G02930,AT1G79680,Potri.002G207479,Potri.001G039200
AT3G12145,AT1G79680,Potri.006G058600,Potri.001G039200
AT5G06870,AT1G79680,Potri.006G058600,Potri.001G039200
AT1G70490,AT1G79680,Potri.013G005500,Potri.001G039200
AT1G23410,AT1G79680,Potri.001G025300,Potri.001G039200
AT3G28890,AT1G79680,Potri.012G027600,Potri.001G039200
AT5G56000,AT1G79680,Potri.001G466000,Potri.001G039200
AT3G62760,AT1G79680,Potri.002G207672,Potri.001G039200
AT4G24190,AT1G79680,Potri.005G241100,Potri.001G039200
AT1G80080,AT1G79680,Potri.001G202100,Potri.001G039200
AT1G49860,AT1G79680,Potri.002G207093,Potri.001G039200
AT3G23010,AT1G79680,Potri.001G389100,Potri.001G039200
AT2G30860,AT1G79680,Potri.017G138800,Potri.001G039200
AT4G05320,AT1G79680,Potri.011G134200,Potri.001G039200
AT2G36170,AT1G79680,Potri.016G077200,Potri.001G039200
AT3G12610,AT1G79680,Potri.009G064300,Potri.001G039200
AT1G17250,AT1G79680,Potri.003G074000,Potri.001G039200
AT2G47730,AT1G79680,Potri.002G207479,Potri.001G039200
AT5G56030,AT1G79680,Potri.001G466000,Potri.001G039200
AT2G42800,AT1G79680,Potri.008G211800,Potri.001G039200
AT5G17220,AT1G79680,Potri.017G138800,Potri.001G039200
AT5G06860,AT1G79680,Potri.006G058600,Potri.001G039200
AT1G68090,AT1G79680,Potri.008G139500,Potri.001G039200
AT1G17240,AT1G79680,Potri.003G074000,Potri.001G039200
AT5G03240,AT1G79680,Potri.011G134200,Potri.001G039200
AT5G52640,AT1G79680,Potri.017G146600,Potri.001G039200
AT1G74200,AT1G79680,Potri.011G104600,Potri.001G039200
AT1G02940,AT1G79680,Potri.002G207479,Potri.001G039200
AT1G13230,AT1G79680,Potri.008G114700,Potri.001G039200
AT2G26300,AT1G79680,Potri.018G048600,Potri.001G039200
AT2G47110,AT1G79680,Potri.001G025300,Potri.001G039200
AT5G37640,AT1G79680,Potri.017G036800,Potri.001G039200
AT2G30870,AT1G79680,Potri.017G138800,Potri.001G039200
AT2G02930,AT1G79680,Potri.002G207479,Potri.001G039200
AT5G42740,AT4G25230,Potri.008G118900,Potri.001G124000
AT1G24140,AT4G30520,Potri.012G104600,Potri.006G179400
AT1G59970,AT4G30520,Potri.015G103900,Potri.006G179400
AT1G70170,AT4G30520,Potri.012G104600,Potri.006G179400
AT5G42740,AT5G51450,Potri.008G118900,Potri.001G124000
AT1G70170,AT5G63710,Potri.012G104600,Potri.019G001800
AT1G59970,AT5G63710,Potri.015G103900,Potri.019G001800
AT1G24140,AT5G63710,Potri.012G104600,Potri.019G001800
AT1G24140,AT1G71830,Potri.012G104600,Potri.013G117200
AT1G70170,AT1G71830,Potri.012G104600,Potri.013G117200
AT1G59970,AT1G71830,Potri.015G103900,Potri.013G117200
AT1G24140,AT1G29720,Potri.012G104600,Potri.011G072741
AT1G59970,AT1G29720,Potri.015G103900,Potri.011G072741
AT1G70170,AT1G29720,Potri.012G104600,Potri.011G072741
AT3G28890,AT1G25390,Potri.012G027600,Potri.010G121100
AT2G02930,AT1G25390,Potri.002G207479,Potri.010G121100
AT4G24190,AT1G25390,Potri.005G241100,Potri.010G121100
AT3G52590,AT1G25390,Potri.016G077200,Potri.010G121100
AT5G56030,AT1G25390,Potri.001G466000,Potri.010G121100
AT3G62250,AT1G25390,Potri.001G025300,Potri.010G121100
AT1G80080,AT1G25390,Potri.001G202100,Potri.010G121100
AT2G47730,AT1G25390,Potri.002G207479,Potri.010G121100
AT1G68090,AT1G25390,Potri.008G139500,Potri.010G121100
AT5G56000,AT1G25390,Potri.001G466000,Potri.010G121100
AT2G30870,AT1G25390,Potri.017G138800,Potri.010G121100
AT4G02890,AT1G25390,Potri.017G036800,Potri.010G121100
AT4G05320,AT1G25390,Potri.011G134200,Potri.010G121100
AT2G42800,AT1G25390,Potri.008G211800,Potri.010G121100
AT1G17240,AT1G25390,Potri.003G074000,Potri.010G121100
AT4G02520,AT1G25390,Potri.002G207479,Potri.010G121100
AT1G02920,AT1G25390,Potri.002G207479,Potri.010G121100
AT5G17220,AT1G25390,Potri.017G138800,Potri.010G121100
AT5G56010,AT1G25390,Potri.001G466000,Potri.010G121100
AT1G70490,AT1G25390,Potri.013G005500,Potri.010G121100
AT5G03240,AT1G25390,Potri.011G134200,Potri.010G121100
AT1G02950,AT1G25390,Potri.002G207479,Potri.010G121100
AT1G17250,AT1G25390,Potri.003G074000,Potri.010G121100
AT3G12145,AT1G25390,Potri.006G058600,Potri.010G121100
AT5G37640,AT1G25390,Potri.017G036800,Potri.010G121100
AT2G26300,AT1G25390,Potri.018G048600,Potri.010G121100
AT2G30860,AT1G25390,Potri.017G138800,Potri.010G121100
AT2G36170,AT1G25390,Potri.016G077200,Potri.010G121100
AT2G47110,AT1G25390,Potri.001G025300,Potri.010G121100
AT3G03190,AT1G25390,Potri.017G138800,Potri.010G121100
AT1G02930,AT1G25390,Potri.002G207479,Potri.010G121100
AT1G23490,AT1G25390,Potri.013G005500,Potri.010G121100
AT4G05050,AT1G25390,Potri.004G021500,Potri.010G121100
AT5G06860,AT1G25390,Potri.006G058600,Potri.010G121100
AT5G06870,AT1G25390,Potri.006G058600,Potri.010G121100
AT1G13230,AT1G25390,Potri.008G114700,Potri.010G121100
AT3G12610,AT1G25390,Potri.009G064300,Potri.010G121100
AT1G02940,AT1G25390,Potri.002G207479,Potri.010G121100
AT1G49860,AT1G25390,Potri.002G207093,Potri.010G121100
AT1G23410,AT1G25390,Potri.001G025300,Potri.010G121100
AT5G52640,AT1G25390,Potri.017G146600,Potri.010G121100
AT3G62760,AT1G25390,Potri.002G207672,Potri.010G121100
AT1G74200,AT1G25390,Potri.011G104600,Potri.010G121100
AT3G23010,AT1G25390,Potri.001G389100,Potri.010G121100
AT1G59970,AT1G53730,Potri.015G103900,Potri.001G161600
AT1G70170,AT1G53730,Potri.012G104600,Potri.001G161600
AT1G24140,AT1G53730,Potri.012G104600,Potri.001G161600
AT2G36170,AT1G69730,Potri.016G077200,Potri.003G185688
AT4G05320,AT1G69730,Potri.011G134200,Potri.003G185688
AT1G02920,AT1G69730,Potri.002G207479,Potri.003G185688
AT5G56030,AT1G69730,Potri.001G466000,Potri.003G185688
AT2G02930,AT1G69730,Potri.002G207479,Potri.003G185688
AT4G02520,AT1G69730,Potri.002G207479,Potri.003G185688
AT2G47730,AT1G69730,Potri.002G207479,Potri.003G185688
AT4G05050,AT1G69730,Potri.004G021500,Potri.003G185688
AT3G12145,AT1G69730,Potri.006G058600,Potri.003G185688
AT5G17220,AT1G69730,Potri.017G138800,Potri.003G185688
AT1G17240,AT1G69730,Potri.003G074000,Potri.003G185688
AT5G56010,AT1G69730,Potri.001G466000,Potri.003G185688
AT2G30870,AT1G69730,Potri.017G138800,Potri.003G185688
AT5G03240,AT1G69730,Potri.011G134200,Potri.003G185688
AT1G80080,AT1G69730,Potri.001G202100,Potri.003G185688
AT1G17250,AT1G69730,Potri.003G074000,Potri.003G185688
AT5G06870,AT1G69730,Potri.006G058600,Potri.003G185688
AT1G70490,AT1G69730,Potri.013G005500,Potri.003G185688
AT5G56000,AT1G69730,Potri.001G466000,Potri.003G185688
AT3G62760,AT1G69730,Potri.002G207672,Potri.003G185688
AT3G23010,AT1G69730,Potri.001G389100,Potri.003G185688
AT1G23490,AT1G69730,Potri.013G005500,Potri.003G185688
AT5G37640,AT1G69730,Potri.017G036800,Potri.003G185688
AT1G13230,AT1G69730,Potri.008G114700,Potri.003G185688
AT3G62250,AT1G69730,Potri.001G025300,Potri.003G185688
AT2G30860,AT1G69730,Potri.017G138800,Potri.003G185688
AT1G68090,AT1G69730,Potri.008G139500,Potri.003G185688
AT3G28890,AT1G69730,Potri.012G027600,Potri.003G185688
AT3G03190,AT1G69730,Potri.017G138800,Potri.003G185688
AT1G02940,AT1G69730,Potri.002G207479,Potri.003G185688
AT1G02930,AT1G69730,Potri.002G207479,Potri.003G185688
AT2G47110,AT1G69730,Potri.001G025300,Potri.003G185688
AT5G06860,AT1G69730,Potri.006G058600,Potri.003G185688
AT1G49860,AT1G69730,Potri.002G207093,Potri.003G185688
AT1G23410,AT1G69730,Potri.001G025300,Potri.003G185688
AT4G02890,AT1G69730,Potri.017G036800,Potri.003G185688
AT3G52590,AT1G69730,Potri.016G077200,Potri.003G185688
AT1G02950,AT1G69730,Potri.002G207479,Potri.003G185688
AT4G24190,AT1G69730,Potri.005G241100,Potri.003G185688
AT2G42800,AT1G69730,Potri.008G211800,Potri.003G185688
AT2G26300,AT1G69730,Potri.018G048600,Potri.003G185688
AT5G52640,AT1G69730,Potri.017G146600,Potri.003G185688
AT1G74200,AT1G69730,Potri.011G104600,Potri.003G185688
AT3G12610,AT1G69730,Potri.009G064300,Potri.003G185688
AT1G24140,AT3G08680,Potri.012G104600,Potri.019G131500
AT1G59970,AT3G08680,Potri.015G103900,Potri.019G131500
AT1G70170,AT3G08680,Potri.012G104600,Potri.019G131500
AT3G01420,AT1G67560,Potri.008G106400,Potri.010G057100
AT1G73680,AT1G67560,Potri.012G049500,Potri.010G057100
AT1G70170,AT5G06820,Potri.012G104600,Potri.006G190700
AT1G59970,AT5G06820,Potri.015G103900,Potri.006G190700
AT1G24140,AT5G06820,Potri.012G104600,Potri.006G190700
AT1G70170,AT5G05160,Potri.012G104600,Potri.019G062100
AT1G24140,AT5G05160,Potri.012G104600,Potri.019G062100
AT1G59970,AT5G05160,Potri.015G103900,Potri.019G062100
AT3G46290,AT5G39030,Potri.001G234200,Potri.017G096800
AT1G10210,AT5G39030,Potri.002G032100,Potri.017G096800
AT1G01560,AT5G39030,Potri.002G162500,Potri.017G096800
AT2G18170,AT5G39030,Potri.005G119500,Potri.017G096800
AT4G01370,AT5G39030,Potri.002G162500,Potri.017G096800
AT2G39360,AT5G39030,Potri.010G213200,Potri.017G096800
AT2G46070,AT5G39030,Potri.014G088500,Potri.017G096800
AT5G24010,AT5G39030,Potri.004G079700,Potri.017G096800
AT1G59970,AT5G39030,Potri.015G103900,Potri.017G096800
AT5G56030,AT5G39030,Potri.001G466000,Potri.017G096800
AT5G38990,AT5G39030,Potri.017G096000,Potri.017G096800
AT2G23200,AT5G39030,Potri.005G143200,Potri.017G096800
AT4G36450,AT5G39030,Potri.005G119500,Potri.017G096800
AT5G52640,AT5G39030,Potri.017G146600,Potri.017G096800
AT4G11330,AT5G39030,Potri.003G131812,Potri.017G096800
AT5G03240,AT5G39030,Potri.011G134200,Potri.017G096800
AT5G39000,AT5G39030,Potri.017G095900,Potri.017G096800
AT5G56010,AT5G39030,Potri.001G466000,Potri.017G096800
AT3G45640,AT5G39030,Potri.009G066100,Potri.017G096800
AT2G43790,AT5G39030,Potri.007G139800,Potri.017G096800
AT5G39020,AT5G39030,Potri.017G096800,Potri.017G096800
AT1G70170,AT5G39030,Potri.012G104600,Potri.017G096800
AT1G23410,AT5G39030,Potri.001G025300,Potri.017G096800
AT3G04690,AT5G39030,Potri.013G042500,Potri.017G096800
AT1G30570,AT5G39030,Potri.001G467000,Potri.017G096800
AT2G21480,AT5G39030,Potri.009G120400,Potri.017G096800
AT3G52590,AT5G39030,Potri.016G077200,Potri.017G096800
AT1G07880,AT5G39030,Potri.003G131812,Potri.017G096800
AT5G61350,AT5G39030,Potri.015G061700,Potri.017G096800
AT1G24140,AT5G39030,Potri.012G104600,Potri.017G096800
AT3G62250,AT5G39030,Potri.001G025300,Potri.017G096800
AT4G05320,AT5G39030,Potri.011G134200,Potri.017G096800
AT2G36170,AT5G39030,Potri.016G077200,Potri.017G096800
AT4G39110,AT5G39030,Potri.009G120400,Potri.017G096800
AT5G28680,AT5G39030,Potri.005G055200,Potri.017G096800
AT4G05050,AT5G39030,Potri.004G021500,Potri.017G096800
AT4G02890,AT5G39030,Potri.017G036800,Potri.017G096800
AT2G47110,AT5G39030,Potri.001G025300,Potri.017G096800
AT5G56000,AT5G39030,Potri.001G466000,Potri.017G096800
AT3G59790,AT5G39030,Potri.007G139800,Potri.017G096800
AT3G51550,AT5G39030,Potri.016G138700,Potri.017G096800
AT5G37640,AT5G39030,Potri.017G036800,Potri.017G096800
AT5G54380,AT5G39030,Potri.001G405500,Potri.017G096800
AT1G59580,AT5G39030,Potri.002G032100,Potri.017G096800
AT1G70170,AT5G39020,Potri.012G104600,Potri.017G096800
AT1G24140,AT5G39020,Potri.012G104600,Potri.017G096800
AT1G10210,AT5G39020,Potri.002G032100,Potri.017G096800
AT5G28680,AT5G39020,Potri.005G055200,Potri.017G096800
AT3G52590,AT5G39020,Potri.016G077200,Potri.017G096800
AT1G59580,AT5G39020,Potri.002G032100,Potri.017G096800
AT5G38990,AT5G39020,Potri.017G096000,Potri.017G096800
AT5G54380,AT5G39020,Potri.001G405500,Potri.017G096800
AT5G52640,AT5G39020,Potri.017G146600,Potri.017G096800
AT3G46290,AT5G39020,Potri.001G234200,Potri.017G096800
AT5G56000,AT5G39020,Potri.001G466000,Potri.017G096800
AT1G59970,AT5G39020,Potri.015G103900,Potri.017G096800
AT3G51550,AT5G39020,Potri.016G138700,Potri.017G096800
AT2G18170,AT5G39020,Potri.005G119500,Potri.017G096800
AT2G43790,AT5G39020,Potri.007G139800,Potri.017G096800
AT5G56030,AT5G39020,Potri.001G466000,Potri.017G096800
AT2G23200,AT5G39020,Potri.005G143200,Potri.017G096800
AT4G11330,AT5G39020,Potri.003G131812,Potri.017G096800
AT3G45640,AT5G39020,Potri.009G066100,Potri.017G096800
AT1G01560,AT5G39020,Potri.002G162500,Potri.017G096800
AT2G36170,AT5G39020,Potri.016G077200,Potri.017G096800
AT5G03240,AT5G39020,Potri.011G134200,Potri.017G096800
AT3G59790,AT5G39020,Potri.007G139800,Potri.017G096800
AT2G46070,AT5G39020,Potri.014G088500,Potri.017G096800
AT1G07880,AT5G39020,Potri.003G131812,Potri.017G096800
AT4G05320,AT5G39020,Potri.011G134200,Potri.017G096800
AT3G62250,AT5G39020,Potri.001G025300,Potri.017G096800
AT4G39110,AT5G39020,Potri.009G120400,Potri.017G096800
AT5G24010,AT5G39020,Potri.004G079700,Potri.017G096800
AT4G02890,AT5G39020,Potri.017G036800,Potri.017G096800
AT1G30570,AT5G39020,Potri.001G467000,Potri.017G096800
AT5G39030,AT5G39020,Potri.017G096800,Potri.017G096800
AT5G37640,AT5G39020,Potri.017G036800,Potri.017G096800
AT3G04690,AT5G39020,Potri.013G042500,Potri.017G096800
AT5G39000,AT5G39020,Potri.017G095900,Potri.017G096800
AT5G61350,AT5G39020,Potri.015G061700,Potri.017G096800
AT4G01370,AT5G39020,Potri.002G162500,Potri.017G096800
AT5G56010,AT5G39020,Potri.001G466000,Potri.017G096800
AT2G47110,AT5G39020,Potri.001G025300,Potri.017G096800
AT1G23410,AT5G39020,Potri.001G025300,Potri.017G096800
AT4G36450,AT5G39020,Potri.005G119500,Potri.017G096800
AT4G05050,AT5G39020,Potri.004G021500,Potri.017G096800
AT2G21480,AT5G39020,Potri.009G120400,Potri.017G096800
AT2G39360,AT5G39020,Potri.010G213200,Potri.017G096800
AT5G61350,AT5G39000,Potri.015G061700,Potri.017G095900
AT4G01370,AT5G39000,Potri.002G162500,Potri.017G095900
AT5G28680,AT5G39000,Potri.005G055200,Potri.017G095900
AT4G05320,AT5G39000,Potri.011G134200,Potri.017G095900
AT5G39020,AT5G39000,Potri.017G096800,Potri.017G095900
AT5G03240,AT5G39000,Potri.011G134200,Potri.017G095900
AT3G52590,AT5G39000,Potri.016G077200,Potri.017G095900
AT2G47110,AT5G39000,Potri.001G025300,Potri.017G095900
AT2G46070,AT5G39000,Potri.014G088500,Potri.017G095900
AT2G18170,AT5G39000,Potri.005G119500,Potri.017G095900
AT1G10210,AT5G39000,Potri.002G032100,Potri.017G095900
AT3G45640,AT5G39000,Potri.009G066100,Potri.017G095900
AT5G37640,AT5G39000,Potri.017G036800,Potri.017G095900
AT1G24140,AT5G39000,Potri.012G104600,Potri.017G095900
AT1G59970,AT5G39000,Potri.015G103900,Potri.017G095900
AT1G01560,AT5G39000,Potri.002G162500,Potri.017G095900
AT3G04690,AT5G39000,Potri.013G042500,Potri.017G095900
AT5G38990,AT5G39000,Potri.017G096000,Potri.017G095900
AT1G07880,AT5G39000,Potri.003G131812,Potri.017G095900
AT2G23200,AT5G39000,Potri.005G143200,Potri.017G095900
AT1G23410,AT5G39000,Potri.001G025300,Potri.017G095900
AT4G05050,AT5G39000,Potri.004G021500,Potri.017G095900
AT1G30570,AT5G39000,Potri.001G467000,Potri.017G095900
AT2G39360,AT5G39000,Potri.010G213200,Potri.017G095900
AT2G21480,AT5G39000,Potri.009G120400,Potri.017G095900
AT5G24010,AT5G39000,Potri.004G079700,Potri.017G095900
AT4G36450,AT5G39000,Potri.005G119500,Potri.017G095900
AT4G39110,AT5G39000,Potri.009G120400,Potri.017G095900
AT3G59790,AT5G39000,Potri.007G139800,Potri.017G095900
AT5G56000,AT5G39000,Potri.001G466000,Potri.017G095900
AT4G11330,AT5G39000,Potri.003G131812,Potri.017G095900
AT2G36170,AT5G39000,Potri.016G077200,Potri.017G095900
AT1G70170,AT5G39000,Potri.012G104600,Potri.017G095900
AT3G51550,AT5G39000,Potri.016G138700,Potri.017G095900
AT5G56030,AT5G39000,Potri.001G466000,Potri.017G095900
AT2G43790,AT5G39000,Potri.007G139800,Potri.017G095900
AT4G02890,AT5G39000,Potri.017G036800,Potri.017G095900
AT5G56010,AT5G39000,Potri.001G466000,Potri.017G095900
AT3G62250,AT5G39000,Potri.001G025300,Potri.017G095900
AT5G52640,AT5G39000,Potri.017G146600,Potri.017G095900
AT3G46290,AT5G39000,Potri.001G234200,Potri.017G095900
AT5G39030,AT5G39000,Potri.017G096800,Potri.017G095900
AT5G54380,AT5G39000,Potri.001G405500,Potri.017G095900
AT1G59580,AT5G39000,Potri.002G032100,Potri.017G095900
AT4G05050,AT5G38990,Potri.004G021500,Potri.017G096000
AT5G03240,AT5G38990,Potri.011G134200,Potri.017G096000
AT3G45640,AT5G38990,Potri.009G066100,Potri.017G096000
AT1G01560,AT5G38990,Potri.002G162500,Potri.017G096000
AT5G39030,AT5G38990,Potri.017G096800,Potri.017G096000
AT1G59970,AT5G38990,Potri.015G103900,Potri.017G096000
AT5G37640,AT5G38990,Potri.017G036800,Potri.017G096000
AT2G21480,AT5G38990,Potri.009G120400,Potri.017G096000
AT2G47110,AT5G38990,Potri.001G025300,Potri.017G096000
AT4G39110,AT5G38990,Potri.009G120400,Potri.017G096000
AT5G39000,AT5G38990,Potri.017G095900,Potri.017G096000
AT5G28680,AT5G38990,Potri.005G055200,Potri.017G096000
AT5G56030,AT5G38990,Potri.001G466000,Potri.017G096000
AT3G59790,AT5G38990,Potri.007G139800,Potri.017G096000
AT1G59580,AT5G38990,Potri.002G032100,Potri.017G096000
AT2G18170,AT5G38990,Potri.005G119500,Potri.017G096000
AT3G04690,AT5G38990,Potri.013G042500,Potri.017G096000
AT1G70170,AT5G38990,Potri.012G104600,Potri.017G096000
AT3G52590,AT5G38990,Potri.016G077200,Potri.017G096000
AT1G10210,AT5G38990,Potri.002G032100,Potri.017G096000
AT1G30570,AT5G38990,Potri.001G467000,Potri.017G096000
AT5G52640,AT5G38990,Potri.017G146600,Potri.017G096000
AT5G39020,AT5G38990,Potri.017G096800,Potri.017G096000
AT2G43790,AT5G38990,Potri.007G139800,Potri.017G096000
AT5G61350,AT5G38990,Potri.015G061700,Potri.017G096000
AT4G05320,AT5G38990,Potri.011G134200,Potri.017G096000
AT4G36450,AT5G38990,Potri.005G119500,Potri.017G096000
AT5G24010,AT5G38990,Potri.004G079700,Potri.017G096000
AT2G46070,AT5G38990,Potri.014G088500,Potri.017G096000
AT2G39360,AT5G38990,Potri.010G213200,Potri.017G096000
AT3G46290,AT5G38990,Potri.001G234200,Potri.017G096000
AT3G62250,AT5G38990,Potri.001G025300,Potri.017G096000
AT4G11330,AT5G38990,Potri.003G131812,Potri.017G096000
AT5G54380,AT5G38990,Potri.001G405500,Potri.017G096000
AT1G24140,AT5G38990,Potri.012G104600,Potri.017G096000
AT2G36170,AT5G38990,Potri.016G077200,Potri.017G096000
AT4G02890,AT5G38990,Potri.017G036800,Potri.017G096000
