Receptor_Ath_clean,Ligand_Ath_clean,Ligand_Ath,Receptor_Ath,source,Organism,Ligand_Ptr,Receptor_Ptr,Ligand_Mapped,Receptor_Mapped,Both_Mapped,Ligand_Identity,Ligand_Coverage,Ligand_Evalue,Ligand_Bitscore,Receptor_Identity,Receptor_Coverage,Receptor_Evalue,Receptor_Bitscore
AT1G16120,AT1G17250,AT1G17250,AT1G16120,orthologs,Arabidopsis thaliana,Potri.003G074000,Potri.003G185688,TRUE,TRUE,TRUE,53.019,89,0,684,47.639,97,0,647
AT1G16120,AT1G23410,AT1G23410,AT1G16120,orthologs,Arabidopsis thaliana,Potri.001G025300,Potri.003G185688,TRUE,TRUE,TRUE,92.157,97,6.81e-86,249,47.639,97,0,647
AT1G16120,AT1G23490,AT1G23490,AT1G16120,orthologs,Arabidopsis thaliana,Potri.013G005500,Potri.003G185688,TRUE,TRUE,TRUE,98.901,100,5.74e-134,372,47.639,97,0,647
AT1G16120,AT1G49860,AT1G49860,AT1G16120,orthologs,Arabidopsis thaliana,Potri.002G207093,Potri.003G185688,TRUE,TRUE,TRUE,47.642,83,1.81e-60,190,47.639,97,0,647
AT1G16120,AT1G68090,AT1G68090,AT1G16120,orthologs,Arabidopsis thaliana,Potri.008G139500,Potri.003G185688,TRUE,TRUE,TRUE,56.55,99,4.6e-126,363,47.639,97,0,647
AT1G16120,AT1G70490,AT1G70490,AT1G16120,orthologs,Arabidopsis thaliana,Potri.013G005500,Potri.003G185688,TRUE,TRUE,TRUE,98.901,100,5.74e-134,372,47.639,97,0,647
AT1G16120,AT1G74200,AT1G74200,AT1G16120,orthologs,Arabidopsis thaliana,Potri.011G104600,Potri.003G185688,TRUE,TRUE,TRUE,37.354,86,3.59e-37,141,47.639,97,0,647
AT1G16120,AT1G80080,AT1G80080,AT1G16120,orthologs,Arabidopsis thaliana,Potri.001G202100,Potri.003G185688,TRUE,TRUE,TRUE,63.362,93,0,598,47.639,97,0,647
AT1G16120,AT2G02930,AT2G02930,AT1G16120,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.003G185688,TRUE,TRUE,TRUE,62.264,99,2.45e-89,262,47.639,97,0,647
AT1G16120,AT2G26300,AT2G26300,AT1G16120,orthologs,Arabidopsis thaliana,Potri.018G048600,Potri.003G185688,TRUE,TRUE,TRUE,85.455,100,0,684,47.639,97,0,647
AT1G16120,AT2G30860,AT2G30860,AT1G16120,orthologs,Arabidopsis thaliana,Potri.017G138800,Potri.003G185688,TRUE,TRUE,TRUE,51.869,99,1.29e-78,235,47.639,97,0,647
AT1G16120,AT2G30870,AT2G30870,AT1G16120,orthologs,Arabidopsis thaliana,Potri.017G138800,Potri.003G185688,TRUE,TRUE,TRUE,51.442,96,1.96e-76,229,47.639,97,0,647
AT1G16120,AT2G36170,AT2G36170,AT1G16120,orthologs,Arabidopsis thaliana,Potri.016G077200,Potri.003G185688,TRUE,TRUE,TRUE,98.45,100,2.21e-91,260,47.639,97,0,647
AT1G16120,AT2G42800,AT2G42800,AT1G16120,orthologs,Arabidopsis thaliana,Potri.008G211800,Potri.003G185688,TRUE,TRUE,TRUE,63.532,92,9.24e-180,510,47.639,97,0,647
AT1G16120,AT2G47110,AT2G47110,AT1G16120,orthologs,Arabidopsis thaliana,Potri.001G025300,Potri.003G185688,TRUE,TRUE,TRUE,96.129,98,1.03e-107,304,47.639,97,0,647
AT1G16120,AT2G47730,AT2G47730,AT1G16120,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.003G185688,TRUE,TRUE,TRUE,61.792,80,2.59e-91,269,47.639,97,0,647
AT1G16120,AT3G03190,AT3G03190,AT1G16120,orthologs,Arabidopsis thaliana,Potri.017G138800,Potri.003G185688,TRUE,TRUE,TRUE,57.674,100,1.7e-88,260,47.639,97,0,647
AT1G16120,AT3G12145,AT3G12145,AT1G16120,orthologs,Arabidopsis thaliana,Potri.006G058600,Potri.003G185688,TRUE,TRUE,TRUE,52.303,93,2.64e-105,311,47.639,97,0,647
AT1G16120,AT3G12610,AT3G12610,AT1G16120,orthologs,Arabidopsis thaliana,Potri.009G064300,Potri.003G185688,TRUE,TRUE,TRUE,65.527,94,1.02e-171,483,47.639,97,0,647
AT1G16120,AT3G23010,AT3G23010,AT1G16120,orthologs,Arabidopsis thaliana,Potri.001G389100,Potri.003G185688,TRUE,TRUE,TRUE,38.739,99,1.94e-115,367,47.639,97,0,647
AT1G16120,AT3G28890,AT3G28890,AT1G16120,orthologs,Arabidopsis thaliana,Potri.012G027600,Potri.003G185688,TRUE,TRUE,TRUE,44.113,93,4.48e-135,427,47.639,97,0,647
AT1G16120,AT3G52590,AT3G52590,AT1G16120,orthologs,Arabidopsis thaliana,Potri.016G077200,Potri.003G185688,TRUE,TRUE,TRUE,98.45,100,2.21e-91,260,47.639,97,0,647
AT1G16120,AT3G62250,AT3G62250,AT1G16120,orthologs,Arabidopsis thaliana,Potri.001G025300,Potri.003G185688,TRUE,TRUE,TRUE,96.104,97,3.51e-90,259,47.639,97,0,647
AT1G16120,AT3G62760,AT3G62760,AT1G16120,orthologs,Arabidopsis thaliana,Potri.002G207672,Potri.003G185688,TRUE,TRUE,TRUE,63.679,96,3.84e-105,302,47.639,97,0,647
AT1G16120,AT4G02520,AT4G02520,AT1G16120,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.003G185688,TRUE,TRUE,TRUE,60.19,99,4.64e-88,259,47.639,97,0,647
AT1G16120,AT4G02890,AT4G02890,AT1G16120,orthologs,Arabidopsis thaliana,Potri.017G036800,Potri.003G185688,TRUE,TRUE,TRUE,100,100,0,605,47.639,97,0,647
AT1G16120,AT4G05050,AT4G05050,AT1G16120,orthologs,Arabidopsis thaliana,Potri.004G021500,Potri.003G185688,TRUE,TRUE,TRUE,100,100,5.78e-164,455,47.639,97,0,647
AT1G16120,AT4G05320,AT4G05320,AT1G16120,orthologs,Arabidopsis thaliana,Potri.011G134200,Potri.003G185688,TRUE,TRUE,TRUE,100,100,0,903,47.639,97,0,647
AT1G16120,AT4G24190,AT4G24190,AT1G16120,orthologs,Arabidopsis thaliana,Potri.005G241100,Potri.003G185688,TRUE,TRUE,TRUE,81.718,97,0,1300,47.639,97,0,647
AT1G16120,AT5G03240,AT5G03240,AT1G16120,orthologs,Arabidopsis thaliana,Potri.011G134200,Potri.003G185688,TRUE,TRUE,TRUE,100,99,0,603,47.639,97,0,647
AT1G16120,AT5G06860,AT5G06860,AT1G16120,orthologs,Arabidopsis thaliana,Potri.006G058600,Potri.003G185688,TRUE,TRUE,TRUE,65.909,93,1.21e-141,404,47.639,97,0,647
AT1G16120,AT5G06870,AT5G06870,AT1G16120,orthologs,Arabidopsis thaliana,Potri.006G058600,Potri.003G185688,TRUE,TRUE,TRUE,63.636,93,3.02e-132,380,47.639,97,0,647
AT1G16120,AT5G17220,AT5G17220,AT1G16120,orthologs,Arabidopsis thaliana,Potri.017G138800,Potri.003G185688,TRUE,TRUE,TRUE,56.338,99,2.52e-90,265,47.639,97,0,647
AT1G16120,AT5G37640,AT5G37640,AT1G16120,orthologs,Arabidopsis thaliana,Potri.017G036800,Potri.003G185688,TRUE,TRUE,TRUE,90.492,95,0,538,47.639,97,0,647
AT1G16120,AT5G52640,AT5G52640,AT1G16120,orthologs,Arabidopsis thaliana,Potri.017G146600,Potri.003G185688,TRUE,TRUE,TRUE,92.776,100,0,1249,47.639,97,0,647
AT1G16120,AT5G56000,AT5G56000,AT1G16120,orthologs,Arabidopsis thaliana,Potri.001G466000,Potri.003G185688,TRUE,TRUE,TRUE,91.726,100,0,1218,47.639,97,0,647
AT1G16120,AT5G56010,AT5G56010,AT1G16120,orthologs,Arabidopsis thaliana,Potri.001G466000,Potri.003G185688,TRUE,TRUE,TRUE,92.582,100,0,1224,47.639,97,0,647
AT1G16120,AT5G56030,AT5G56030,AT1G16120,orthologs,Arabidopsis thaliana,Potri.001G466000,Potri.003G185688,TRUE,TRUE,TRUE,89.589,100,0,1215,47.639,97,0,647
AT1G16130,AT1G02920,AT1G02920,AT1G16130,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.001G039200,TRUE,TRUE,TRUE,62.201,99,6.99e-90,263,46.875,99,0,649
AT1G16130,AT1G02930,AT1G02930,AT1G16130,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.001G039200,TRUE,TRUE,TRUE,62.019,99,1.65e-91,267,46.875,99,0,649
AT1G16130,AT1G02940,AT1G02940,AT1G16130,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.001G039200,TRUE,TRUE,TRUE,52.427,80,1.26e-73,224,46.875,99,0,649
AT1G16130,AT1G02950,AT1G02950,AT1G16130,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.001G039200,TRUE,TRUE,TRUE,58.252,84,6.3e-87,257,46.875,99,0,649
AT1G16130,AT1G13230,AT1G13230,AT1G16130,orthologs,Arabidopsis thaliana,Potri.008G114700,Potri.001G039200,TRUE,TRUE,TRUE,59.233,97,8.14e-165,472,46.875,99,0,649
AT1G16130,AT1G17240,AT1G17240,AT1G16130,orthologs,Arabidopsis thaliana,Potri.003G074000,Potri.001G039200,TRUE,TRUE,TRUE,49.588,98,0,653,46.875,99,0,649
AT1G16130,AT1G17250,AT1G17250,AT1G16130,orthologs,Arabidopsis thaliana,Potri.003G074000,Potri.001G039200,TRUE,TRUE,TRUE,53.019,89,0,684,46.875,99,0,649
AT1G16130,AT1G23410,AT1G23410,AT1G16130,orthologs,Arabidopsis thaliana,Potri.001G025300,Potri.001G039200,TRUE,TRUE,TRUE,92.157,97,6.81e-86,249,46.875,99,0,649
AT1G16130,AT1G23490,AT1G23490,AT1G16130,orthologs,Arabidopsis thaliana,Potri.013G005500,Potri.001G039200,TRUE,TRUE,TRUE,98.901,100,5.74e-134,372,46.875,99,0,649
AT1G16130,AT1G49860,AT1G49860,AT1G16130,orthologs,Arabidopsis thaliana,Potri.002G207093,Potri.001G039200,TRUE,TRUE,TRUE,47.642,83,1.81e-60,190,46.875,99,0,649
AT1G16130,AT1G68090,AT1G68090,AT1G16130,orthologs,Arabidopsis thaliana,Potri.008G139500,Potri.001G039200,TRUE,TRUE,TRUE,56.55,99,4.6e-126,363,46.875,99,0,649
AT1G16130,AT1G70490,AT1G70490,AT1G16130,orthologs,Arabidopsis thaliana,Potri.013G005500,Potri.001G039200,TRUE,TRUE,TRUE,98.901,100,5.74e-134,372,46.875,99,0,649
AT1G16130,AT1G74200,AT1G74200,AT1G16130,orthologs,Arabidopsis thaliana,Potri.011G104600,Potri.001G039200,TRUE,TRUE,TRUE,37.354,86,3.59e-37,141,46.875,99,0,649
AT1G16130,AT1G80080,AT1G80080,AT1G16130,orthologs,Arabidopsis thaliana,Potri.001G202100,Potri.001G039200,TRUE,TRUE,TRUE,63.362,93,0,598,46.875,99,0,649
AT1G16130,AT2G02930,AT2G02930,AT1G16130,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.001G039200,TRUE,TRUE,TRUE,62.264,99,2.45e-89,262,46.875,99,0,649
AT1G16130,AT2G26300,AT2G26300,AT1G16130,orthologs,Arabidopsis thaliana,Potri.018G048600,Potri.001G039200,TRUE,TRUE,TRUE,85.455,100,0,684,46.875,99,0,649
AT1G16130,AT2G30860,AT2G30860,AT1G16130,orthologs,Arabidopsis thaliana,Potri.017G138800,Potri.001G039200,TRUE,TRUE,TRUE,51.869,99,1.29e-78,235,46.875,99,0,649
AT1G16130,AT2G30870,AT2G30870,AT1G16130,orthologs,Arabidopsis thaliana,Potri.017G138800,Potri.001G039200,TRUE,TRUE,TRUE,51.442,96,1.96e-76,229,46.875,99,0,649
AT1G16130,AT2G36170,AT2G36170,AT1G16130,orthologs,Arabidopsis thaliana,Potri.016G077200,Potri.001G039200,TRUE,TRUE,TRUE,98.45,100,2.21e-91,260,46.875,99,0,649
AT1G16130,AT2G42800,AT2G42800,AT1G16130,orthologs,Arabidopsis thaliana,Potri.008G211800,Potri.001G039200,TRUE,TRUE,TRUE,63.532,92,9.24e-180,510,46.875,99,0,649
AT1G16130,AT2G47110,AT2G47110,AT1G16130,orthologs,Arabidopsis thaliana,Potri.001G025300,Potri.001G039200,TRUE,TRUE,TRUE,96.129,98,1.03e-107,304,46.875,99,0,649
AT1G16130,AT2G47730,AT2G47730,AT1G16130,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.001G039200,TRUE,TRUE,TRUE,61.792,80,2.59e-91,269,46.875,99,0,649
AT1G16130,AT3G03190,AT3G03190,AT1G16130,orthologs,Arabidopsis thaliana,Potri.017G138800,Potri.001G039200,TRUE,TRUE,TRUE,57.674,100,1.7e-88,260,46.875,99,0,649
AT1G16130,AT3G12145,AT3G12145,AT1G16130,orthologs,Arabidopsis thaliana,Potri.006G058600,Potri.001G039200,TRUE,TRUE,TRUE,52.303,93,2.64e-105,311,46.875,99,0,649
AT1G16130,AT3G12610,AT3G12610,AT1G16130,orthologs,Arabidopsis thaliana,Potri.009G064300,Potri.001G039200,TRUE,TRUE,TRUE,65.527,94,1.02e-171,483,46.875,99,0,649
AT1G16130,AT3G23010,AT3G23010,AT1G16130,orthologs,Arabidopsis thaliana,Potri.001G389100,Potri.001G039200,TRUE,TRUE,TRUE,38.739,99,1.94e-115,367,46.875,99,0,649
AT1G16130,AT3G28890,AT3G28890,AT1G16130,orthologs,Arabidopsis thaliana,Potri.012G027600,Potri.001G039200,TRUE,TRUE,TRUE,44.113,93,4.48e-135,427,46.875,99,0,649
AT1G16130,AT3G52590,AT3G52590,AT1G16130,orthologs,Arabidopsis thaliana,Potri.016G077200,Potri.001G039200,TRUE,TRUE,TRUE,98.45,100,2.21e-91,260,46.875,99,0,649
AT1G16130,AT3G62250,AT3G62250,AT1G16130,orthologs,Arabidopsis thaliana,Potri.001G025300,Potri.001G039200,TRUE,TRUE,TRUE,96.104,97,3.51e-90,259,46.875,99,0,649
AT1G16130,AT3G62760,AT3G62760,AT1G16130,orthologs,Arabidopsis thaliana,Potri.002G207672,Potri.001G039200,TRUE,TRUE,TRUE,63.679,96,3.84e-105,302,46.875,99,0,649
AT1G16130,AT4G02520,AT4G02520,AT1G16130,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.001G039200,TRUE,TRUE,TRUE,60.19,99,4.64e-88,259,46.875,99,0,649
AT1G16130,AT4G02890,AT4G02890,AT1G16130,orthologs,Arabidopsis thaliana,Potri.017G036800,Potri.001G039200,TRUE,TRUE,TRUE,100,100,0,605,46.875,99,0,649
AT1G16130,AT4G05050,AT4G05050,AT1G16130,orthologs,Arabidopsis thaliana,Potri.004G021500,Potri.001G039200,TRUE,TRUE,TRUE,100,100,5.78e-164,455,46.875,99,0,649
AT1G16130,AT4G05320,AT4G05320,AT1G16130,orthologs,Arabidopsis thaliana,Potri.011G134200,Potri.001G039200,TRUE,TRUE,TRUE,100,100,0,903,46.875,99,0,649
AT1G16130,AT4G24190,AT4G24190,AT1G16130,orthologs,Arabidopsis thaliana,Potri.005G241100,Potri.001G039200,TRUE,TRUE,TRUE,81.718,97,0,1300,46.875,99,0,649
AT1G16130,AT5G03240,AT5G03240,AT1G16130,orthologs,Arabidopsis thaliana,Potri.011G134200,Potri.001G039200,TRUE,TRUE,TRUE,100,99,0,603,46.875,99,0,649
AT1G16130,AT5G06860,AT5G06860,AT1G16130,orthologs,Arabidopsis thaliana,Potri.006G058600,Potri.001G039200,TRUE,TRUE,TRUE,65.909,93,1.21e-141,404,46.875,99,0,649
AT1G16130,AT5G06870,AT5G06870,AT1G16130,orthologs,Arabidopsis thaliana,Potri.006G058600,Potri.001G039200,TRUE,TRUE,TRUE,63.636,93,3.02e-132,380,46.875,99,0,649
AT1G16130,AT5G17220,AT5G17220,AT1G16130,orthologs,Arabidopsis thaliana,Potri.017G138800,Potri.001G039200,TRUE,TRUE,TRUE,56.338,99,2.52e-90,265,46.875,99,0,649
AT1G16130,AT5G37640,AT5G37640,AT1G16130,orthologs,Arabidopsis thaliana,Potri.017G036800,Potri.001G039200,TRUE,TRUE,TRUE,90.492,95,0,538,46.875,99,0,649
AT1G16130,AT5G52640,AT5G52640,AT1G16130,orthologs,Arabidopsis thaliana,Potri.017G146600,Potri.001G039200,TRUE,TRUE,TRUE,92.776,100,0,1249,46.875,99,0,649
AT1G16130,AT5G56000,AT5G56000,AT1G16130,orthologs,Arabidopsis thaliana,Potri.001G466000,Potri.001G039200,TRUE,TRUE,TRUE,91.726,100,0,1218,46.875,99,0,649
AT1G16130,AT5G56010,AT5G56010,AT1G16130,orthologs,Arabidopsis thaliana,Potri.001G466000,Potri.001G039200,TRUE,TRUE,TRUE,92.582,100,0,1224,46.875,99,0,649
AT1G16130,AT5G56030,AT5G56030,AT1G16130,orthologs,Arabidopsis thaliana,Potri.001G466000,Potri.001G039200,TRUE,TRUE,TRUE,89.589,100,0,1215,46.875,99,0,649
AT1G16140,AT1G02920,AT1G02920,AT1G16140,orthologs,Arabidopsis thaliana,Potri.002G207479,,TRUE,FALSE,FALSE,62.201,99,6.99e-90,263,,,,
AT1G16140,AT1G02930,AT1G02930,AT1G16140,orthologs,Arabidopsis thaliana,Potri.002G207479,,TRUE,FALSE,FALSE,62.019,99,1.65e-91,267,,,,
AT1G16140,AT1G02940,AT1G02940,AT1G16140,orthologs,Arabidopsis thaliana,Potri.002G207479,,TRUE,FALSE,FALSE,52.427,80,1.26e-73,224,,,,
AT1G16140,AT1G02950,AT1G02950,AT1G16140,orthologs,Arabidopsis thaliana,Potri.002G207479,,TRUE,FALSE,FALSE,58.252,84,6.3e-87,257,,,,
AT1G16140,AT1G13230,AT1G13230,AT1G16140,orthologs,Arabidopsis thaliana,Potri.008G114700,,TRUE,FALSE,FALSE,59.233,97,8.14e-165,472,,,,
AT1G16140,AT1G17240,AT1G17240,AT1G16140,orthologs,Arabidopsis thaliana,Potri.003G074000,,TRUE,FALSE,FALSE,49.588,98,0,653,,,,
AT1G16140,AT1G17250,AT1G17250,AT1G16140,orthologs,Arabidopsis thaliana,Potri.003G074000,,TRUE,FALSE,FALSE,53.019,89,0,684,,,,
AT1G16140,AT1G23410,AT1G23410,AT1G16140,orthologs,Arabidopsis thaliana,Potri.001G025300,,TRUE,FALSE,FALSE,92.157,97,6.81e-86,249,,,,
AT1G16140,AT1G23490,AT1G23490,AT1G16140,orthologs,Arabidopsis thaliana,Potri.013G005500,,TRUE,FALSE,FALSE,98.901,100,5.74e-134,372,,,,
AT1G16140,AT1G49860,AT1G49860,AT1G16140,orthologs,Arabidopsis thaliana,Potri.002G207093,,TRUE,FALSE,FALSE,47.642,83,1.81e-60,190,,,,
AT1G16140,AT1G68090,AT1G68090,AT1G16140,orthologs,Arabidopsis thaliana,Potri.008G139500,,TRUE,FALSE,FALSE,56.55,99,4.6e-126,363,,,,
AT1G16140,AT1G70490,AT1G70490,AT1G16140,orthologs,Arabidopsis thaliana,Potri.013G005500,,TRUE,FALSE,FALSE,98.901,100,5.74e-134,372,,,,
AT1G16140,AT1G74200,AT1G74200,AT1G16140,orthologs,Arabidopsis thaliana,Potri.011G104600,,TRUE,FALSE,FALSE,37.354,86,3.59e-37,141,,,,
AT1G16140,AT1G80080,AT1G80080,AT1G16140,orthologs,Arabidopsis thaliana,Potri.001G202100,,TRUE,FALSE,FALSE,63.362,93,0,598,,,,
AT1G16140,AT2G02930,AT2G02930,AT1G16140,orthologs,Arabidopsis thaliana,Potri.002G207479,,TRUE,FALSE,FALSE,62.264,99,2.45e-89,262,,,,
AT1G16140,AT2G26300,AT2G26300,AT1G16140,orthologs,Arabidopsis thaliana,Potri.018G048600,,TRUE,FALSE,FALSE,85.455,100,0,684,,,,
AT1G16140,AT2G30860,AT2G30860,AT1G16140,orthologs,Arabidopsis thaliana,Potri.017G138800,,TRUE,FALSE,FALSE,51.869,99,1.29e-78,235,,,,
AT1G16140,AT2G30870,AT2G30870,AT1G16140,orthologs,Arabidopsis thaliana,Potri.017G138800,,TRUE,FALSE,FALSE,51.442,96,1.96e-76,229,,,,
AT1G16140,AT2G36170,AT2G36170,AT1G16140,orthologs,Arabidopsis thaliana,Potri.016G077200,,TRUE,FALSE,FALSE,98.45,100,2.21e-91,260,,,,
AT1G16140,AT2G42800,AT2G42800,AT1G16140,orthologs,Arabidopsis thaliana,Potri.008G211800,,TRUE,FALSE,FALSE,63.532,92,9.24e-180,510,,,,
AT1G16140,AT2G47110,AT2G47110,AT1G16140,orthologs,Arabidopsis thaliana,Potri.001G025300,,TRUE,FALSE,FALSE,96.129,98,1.03e-107,304,,,,
AT1G16140,AT2G47730,AT2G47730,AT1G16140,orthologs,Arabidopsis thaliana,Potri.002G207479,,TRUE,FALSE,FALSE,61.792,80,2.59e-91,269,,,,
AT1G16140,AT3G03190,AT3G03190,AT1G16140,orthologs,Arabidopsis thaliana,Potri.017G138800,,TRUE,FALSE,FALSE,57.674,100,1.7e-88,260,,,,
AT1G16140,AT3G12145,AT3G12145,AT1G16140,orthologs,Arabidopsis thaliana,Potri.006G058600,,TRUE,FALSE,FALSE,52.303,93,2.64e-105,311,,,,
AT1G16140,AT3G12610,AT3G12610,AT1G16140,orthologs,Arabidopsis thaliana,Potri.009G064300,,TRUE,FALSE,FALSE,65.527,94,1.02e-171,483,,,,
AT1G16140,AT3G23010,AT3G23010,AT1G16140,orthologs,Arabidopsis thaliana,Potri.001G389100,,TRUE,FALSE,FALSE,38.739,99,1.94e-115,367,,,,
AT1G16140,AT3G28890,AT3G28890,AT1G16140,orthologs,Arabidopsis thaliana,Potri.012G027600,,TRUE,FALSE,FALSE,44.113,93,4.48e-135,427,,,,
AT1G16140,AT3G52590,AT3G52590,AT1G16140,orthologs,Arabidopsis thaliana,Potri.016G077200,,TRUE,FALSE,FALSE,98.45,100,2.21e-91,260,,,,
AT1G16140,AT3G62250,AT3G62250,AT1G16140,orthologs,Arabidopsis thaliana,Potri.001G025300,,TRUE,FALSE,FALSE,96.104,97,3.51e-90,259,,,,
AT1G16140,AT3G62760,AT3G62760,AT1G16140,orthologs,Arabidopsis thaliana,Potri.002G207672,,TRUE,FALSE,FALSE,63.679,96,3.84e-105,302,,,,
AT1G16140,AT4G02520,AT4G02520,AT1G16140,orthologs,Arabidopsis thaliana,Potri.002G207479,,TRUE,FALSE,FALSE,60.19,99,4.64e-88,259,,,,
AT1G16140,AT4G02890,AT4G02890,AT1G16140,orthologs,Arabidopsis thaliana,Potri.017G036800,,TRUE,FALSE,FALSE,100,100,0,605,,,,
AT1G16140,AT4G05050,AT4G05050,AT1G16140,orthologs,Arabidopsis thaliana,Potri.004G021500,,TRUE,FALSE,FALSE,100,100,5.78e-164,455,,,,
AT1G16140,AT4G05320,AT4G05320,AT1G16140,orthologs,Arabidopsis thaliana,Potri.011G134200,,TRUE,FALSE,FALSE,100,100,0,903,,,,
AT1G16140,AT4G24190,AT4G24190,AT1G16140,orthologs,Arabidopsis thaliana,Potri.005G241100,,TRUE,FALSE,FALSE,81.718,97,0,1300,,,,
AT1G16140,AT5G03240,AT5G03240,AT1G16140,orthologs,Arabidopsis thaliana,Potri.011G134200,,TRUE,FALSE,FALSE,100,99,0,603,,,,
AT1G16140,AT5G06860,AT5G06860,AT1G16140,orthologs,Arabidopsis thaliana,Potri.006G058600,,TRUE,FALSE,FALSE,65.909,93,1.21e-141,404,,,,
AT1G16140,AT5G06870,AT5G06870,AT1G16140,orthologs,Arabidopsis thaliana,Potri.006G058600,,TRUE,FALSE,FALSE,63.636,93,3.02e-132,380,,,,
AT1G16140,AT5G17220,AT5G17220,AT1G16140,orthologs,Arabidopsis thaliana,Potri.017G138800,,TRUE,FALSE,FALSE,56.338,99,2.52e-90,265,,,,
AT1G16140,AT5G37640,AT5G37640,AT1G16140,orthologs,Arabidopsis thaliana,Potri.017G036800,,TRUE,FALSE,FALSE,90.492,95,0,538,,,,
AT1G16140,AT5G52640,AT5G52640,AT1G16140,orthologs,Arabidopsis thaliana,Potri.017G146600,,TRUE,FALSE,FALSE,92.776,100,0,1249,,,,
AT1G16140,AT5G56000,AT5G56000,AT1G16140,orthologs,Arabidopsis thaliana,Potri.001G466000,,TRUE,FALSE,FALSE,91.726,100,0,1218,,,,
AT1G16140,AT5G56010,AT5G56010,AT1G16140,orthologs,Arabidopsis thaliana,Potri.001G466000,,TRUE,FALSE,FALSE,92.582,100,0,1224,,,,
AT1G16140,AT5G56030,AT5G56030,AT1G16140,orthologs,Arabidopsis thaliana,Potri.001G466000,,TRUE,FALSE,FALSE,89.589,100,0,1215,,,,
AT1G16150,AT1G02920,AT1G02920,AT1G16150,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.001G039200,TRUE,TRUE,TRUE,62.201,99,6.99e-90,263,46.814,96,0,628
AT1G16150,AT1G02930,AT1G02930,AT1G16150,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.001G039200,TRUE,TRUE,TRUE,62.019,99,1.65e-91,267,46.814,96,0,628
AT1G16150,AT1G02940,AT1G02940,AT1G16150,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.001G039200,TRUE,TRUE,TRUE,52.427,80,1.26e-73,224,46.814,96,0,628
AT1G16150,AT1G02950,AT1G02950,AT1G16150,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.001G039200,TRUE,TRUE,TRUE,58.252,84,6.3e-87,257,46.814,96,0,628
AT1G16150,AT1G13230,AT1G13230,AT1G16150,orthologs,Arabidopsis thaliana,Potri.008G114700,Potri.001G039200,TRUE,TRUE,TRUE,59.233,97,8.14e-165,472,46.814,96,0,628
AT1G16150,AT1G17240,AT1G17240,AT1G16150,orthologs,Arabidopsis thaliana,Potri.003G074000,Potri.001G039200,TRUE,TRUE,TRUE,49.588,98,0,653,46.814,96,0,628
AT1G16150,AT1G17250,AT1G17250,AT1G16150,orthologs,Arabidopsis thaliana,Potri.003G074000,Potri.001G039200,TRUE,TRUE,TRUE,53.019,89,0,684,46.814,96,0,628
AT1G16150,AT1G23410,AT1G23410,AT1G16150,orthologs,Arabidopsis thaliana,Potri.001G025300,Potri.001G039200,TRUE,TRUE,TRUE,92.157,97,6.81e-86,249,46.814,96,0,628
AT1G16150,AT1G23490,AT1G23490,AT1G16150,orthologs,Arabidopsis thaliana,Potri.013G005500,Potri.001G039200,TRUE,TRUE,TRUE,98.901,100,5.74e-134,372,46.814,96,0,628
AT1G16150,AT1G49860,AT1G49860,AT1G16150,orthologs,Arabidopsis thaliana,Potri.002G207093,Potri.001G039200,TRUE,TRUE,TRUE,47.642,83,1.81e-60,190,46.814,96,0,628
AT1G16150,AT1G68090,AT1G68090,AT1G16150,orthologs,Arabidopsis thaliana,Potri.008G139500,Potri.001G039200,TRUE,TRUE,TRUE,56.55,99,4.6e-126,363,46.814,96,0,628
AT1G16150,AT1G70490,AT1G70490,AT1G16150,orthologs,Arabidopsis thaliana,Potri.013G005500,Potri.001G039200,TRUE,TRUE,TRUE,98.901,100,5.74e-134,372,46.814,96,0,628
AT1G16150,AT1G74200,AT1G74200,AT1G16150,orthologs,Arabidopsis thaliana,Potri.011G104600,Potri.001G039200,TRUE,TRUE,TRUE,37.354,86,3.59e-37,141,46.814,96,0,628
AT1G16150,AT1G80080,AT1G80080,AT1G16150,orthologs,Arabidopsis thaliana,Potri.001G202100,Potri.001G039200,TRUE,TRUE,TRUE,63.362,93,0,598,46.814,96,0,628
AT1G16150,AT2G02930,AT2G02930,AT1G16150,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.001G039200,TRUE,TRUE,TRUE,62.264,99,2.45e-89,262,46.814,96,0,628
AT1G16150,AT2G20750,AT2G20750,AT1G16150,STRING,Arabidopsis thaliana,Potri.013G134300,Potri.001G039200,TRUE,TRUE,TRUE,75.21,88,1.78e-135,383,46.814,96,0,628
